court_id,std_court,province,district,level,city
云,云南省高级人民法院,云南,云南省,2,
云01,云南省昆明市中级人民法院,云南,昆明市,3,昆明市
云0102,昆明市五华区人民法院,云南,昆明市五华区,4,昆明市
云0103,昆明市盘龙区人民法院,云南,昆明市盘龙区,4,昆明市
云0111,昆明市官渡区人民法院,云南,昆明市官渡区,4,昆明市
云0112,昆明市西山区人民法院,云南,昆明市西山区,4,昆明市
云0113,昆明市东川区人民法院,云南,昆明市东川区,4,昆明市
云0114,昆明市呈贡区人民法院,云南,昆明市呈贡区,4,昆明市
云0115,昆明市晋宁区人民法院,云南,昆明市晋宁区,4,昆明市
云0122,昆明市晋宁区人民法院,云南,昆明市晋宁区,4,昆明市
云0124,富民县人民法院,云南,富民县,4,昆明市
云0125,宜良县人民法院,云南,宜良县,4,昆明市
云0126,石林彝族自治县人民法院,云南,石林彝族自治县,4,昆明市
云0127,嵩明县人民法院,云南,嵩明县,4,昆明市
云0128,禄劝彝族苗族自治县人民法院,云南,禄劝彝族苗族自治县,4,昆明市
云0129,寻甸回族彝族自治县人民法院,云南,寻甸回族彝族自治县,4,昆明市
云0181,安宁市人民法院,云南,安宁市,4,昆明市
云03,云南省曲靖市中级人民法院,云南,曲靖市,3,曲靖市
云0302,曲靖市麒麟区人民法院,云南,曲靖市麒麟区,4,曲靖市
云0303,曲靖市沾益区人民法院,云南,曲靖市沾益区,4,曲靖市
云0321,马龙县人民法院,云南,马龙县,4,曲靖市
云0322,陆良县人民法院,云南,陆良县,4,曲靖市
云0323,师宗县人民法院,云南,师宗县,4,曲靖市
云0324,罗平县人民法院,云南,罗平县,4,曲靖市
云0325,富源县人民法院,云南,富源县,4,曲靖市
云0326,会泽县人民法院,云南,会泽县,4,曲靖市
云0328,曲靖市沾益区人民法院,云南,曲靖市沾益区,4,曲靖市
云0381,宣威市人民法院,云南,宣威市,4,曲靖市
云04,云南省玉溪市中级人民法院,云南,玉溪市,3,玉溪市
云0402,玉溪市红塔区人民法院,云南,玉溪市红塔区,4,玉溪市
云0403,玉溪市江川区人民法院,云南,玉溪市江川区,4,玉溪市
云0421,玉溪市江川区人民法院,云南,玉溪市江川区,4,玉溪市
云0422,澄江县人民法院,云南,澄江县,4,玉溪市
云0423,通海县人民法院,云南,通海县,4,玉溪市
云0424,华宁县人民法院,云南,华宁县,4,玉溪市
云0425,易门县人民法院,云南,易门县,4,玉溪市
云0426,峨山彝族自治县人民法院,云南,峨山彝族自治县,4,玉溪市
云0427,新平彝族傣族自治县人民法院,云南,新平彝族傣族自治县,4,玉溪市
云0428,元江哈尼族彝族傣族自治县人民法院,云南,元江哈尼族彝族傣族自治县,4,玉溪市
云05,云南省保山市中级人民法院,云南,保山市,3,保山市
云0502,保山市隆阳区人民法院,云南,保山市隆阳区,4,保山市
云0521,施甸县人民法院,云南,施甸县,4,保山市
云0523,龙陵县人民法院,云南,龙陵县,4,保山市
云0524,昌宁县人民法院,云南,昌宁县,4,保山市
云0581,腾冲市人民法院,云南,腾冲市,4,保山市
云06,云南省昭通市中级人民法院,云南,昭通市,3,昭通市
云0602,昭通市昭阳区人民法院,云南,昭通市昭阳区,4,昭通市
云0621,鲁甸县人民法院,云南,鲁甸县,4,昭通市
云0622,巧家县人民法院,云南,巧家县,4,昭通市
云0623,盐津县人民法院,云南,盐津县,4,昭通市
云0624,大关县人民法院,云南,大关县,4,昭通市
云0625,永善县人民法院,云南,永善县,4,昭通市
云0626,绥江县人民法院,云南,绥江县,4,昭通市
云0627,镇雄县人民法院,云南,镇雄县,4,昭通市
云0628,彝良县人民法院,云南,彝良县,4,昭通市
云0629,威信县人民法院,云南,威信县,4,昭通市
云0630,水富县人民法院,云南,水富县,4,昭通市
云07,云南省丽江市中级人民法院,云南,丽江市,3,丽江市
云0702,丽江市古城区人民法院,云南,丽江市古城区,4,丽江市
云0721,玉龙纳西族自治县人民法院,云南,玉龙纳西族自治县,4,丽江市
云0722,永胜县人民法院,云南,永胜县,4,丽江市
云0723,华坪县人民法院,云南,华坪县,4,丽江市
云0724,宁蒗彝族自治县人民法院,云南,宁蒗彝族自治县,4,丽江市
云08,云南省普洱市中级人民法院,云南,普洱市,3,普洱市
云0802,普洱市思茅区人民法院,云南,普洱市思茅区,4,普洱市
云0821,宁洱哈尼族彝族自治县人民法院,云南,宁洱哈尼族彝族自治县,4,普洱市
云0822,墨江哈尼族自治县人民法院,云南,墨江哈尼族自治县,4,普洱市
云0823,景东彝族自治县人民法院,云南,景东彝族自治县,4,普洱市
云0824,景谷傣族彝族自治县人民法院,云南,景谷傣族彝族自治县,4,普洱市
云0825,镇沅彝族哈尼族拉祜族自治县人民法院,云南,镇沅彝族哈尼族拉祜族自治县,4,普洱市
云0826,江城哈尼族彝族自治县人民法院,云南,江城哈尼族彝族自治县,4,普洱市
云0827,孟连傣族拉祜族佤族自治县人民法院,云南,孟连傣族拉祜族佤族自治县,4,普洱市
云0828,澜沧拉祜族自治县人民法院,云南,澜沧拉祜族自治县,4,普洱市
云0829,西盟佤族自治县人民法院,云南,西盟佤族自治县,4,普洱市
云09,云南省临沧市中级人民法院,云南,临沧市,3,临沧市
云0902,临沧市临翔区人民法院,云南,临沧市临翔区,4,临沧市
云0921,凤庆县人民法院,云南,凤庆县,4,临沧市
云0922,云县人民法院,云南,云县,4,临沧市
云0923,永德县人民法院,云南,永德县,4,临沧市
云0924,镇康县人民法院,云南,镇康县,4,临沧市
云0925,双江拉祜族佤族布朗族傣族自治县人民法院,云南,双江拉祜族佤族布朗族傣族自治县,4,临沧市
云0926,耿马傣族佤族自治县人民法院,云南,耿马傣族佤族自治县,4,临沧市
云0927,沧源佤族自治县人民法院,云南,沧源佤族自治县,4,临沧市
云23,云南省楚雄彝族自治州中级人民法院,云南,楚雄彝族自治州,3,楚雄彝族自治州
云2301,楚雄市人民法院,云南,楚雄市,4,楚雄彝族自治州
云2322,双柏县人民法院,云南,双柏县,4,楚雄彝族自治州
云2323,牟定县人民法院,云南,牟定县,4,楚雄彝族自治州
云2324,南华县人民法院,云南,南华县,4,楚雄彝族自治州
云2325,姚安县人民法院,云南,姚安县,4,楚雄彝族自治州
云2326,大姚县人民法院,云南,大姚县,4,楚雄彝族自治州
云2327,永仁县人民法院,云南,永仁县,4,楚雄彝族自治州
云2328,元谋县人民法院,云南,元谋县,4,楚雄彝族自治州
云2329,武定县人民法院,云南,武定县,4,楚雄彝族自治州
云2331,禄丰县人民法院,云南,禄丰县,4,楚雄彝族自治州
云25,云南省红河哈尼族彝族自治州中级人民法院,云南,红河哈尼族彝族自治州,3,红河哈尼族彝族自治州
云2501,个旧市人民法院,云南,个旧市,4,红河哈尼族彝族自治州
云2502,开远市人民法院,云南,开远市,4,红河哈尼族彝族自治州
云2503,蒙自市人民法院,云南,蒙自市,4,红河哈尼族彝族自治州
云2504,弥勒市人民法院,云南,弥勒市,4,红河哈尼族彝族自治州
云2523,屏边苗族自治县人民法院,云南,屏边苗族自治县,4,红河哈尼族彝族自治州
云2524,建水县人民法院,云南,建水县,4,红河哈尼族彝族自治州
云2525,石屏县人民法院,云南,石屏县,4,红河哈尼族彝族自治州
云2527,泸西县人民法院,云南,泸西县,4,红河哈尼族彝族自治州
云2528,元阳县人民法院,云南,元阳县,4,红河哈尼族彝族自治州
云2529,红河县人民法院,云南,红河县,4,红河哈尼族彝族自治州
云2530,金平苗族瑶族傣族自治县人民法院,云南,金平苗族瑶族傣族自治县,4,红河哈尼族彝族自治州
云2531,绿春县人民法院,云南,绿春县,4,红河哈尼族彝族自治州
云2532,河口瑶族自治县人民法院,云南,河口瑶族自治县,4,红河哈尼族彝族自治州
云26,云南省文山壮族苗族自治州中级人民法院,云南,文山壮族苗族自治州,3,文山壮族苗族自治州
云2601,文山市人民法院,云南,文山市,4,文山壮族苗族自治州
云2622,砚山县人民法院,云南,砚山县,4,文山壮族苗族自治州
云2623,西畴县人民法院,云南,西畴县,4,文山壮族苗族自治州
云2624,麻栗坡县人民法院,云南,麻栗坡县,4,文山壮族苗族自治州
云2625,马关县人民法院,云南,马关县,4,文山壮族苗族自治州
云2626,丘北县人民法院,云南,丘北县,4,文山壮族苗族自治州
云2627,广南县人民法院,云南,广南县,4,文山壮族苗族自治州
云2628,富宁县人民法院,云南,富宁县,4,文山壮族苗族自治州
云28,云南省西双版纳傣族自治州中级人民法院,云南,西双版纳傣族自治州,3,西双版纳傣族自治州
云2801,景洪市人民法院,云南,景洪市,4,西双版纳傣族自治州
云2822,勐海县人民法院,云南,勐海县,4,西双版纳傣族自治州
云2823,勐腊县人民法院,云南,勐腊县,4,西双版纳傣族自治州
云29,云南省大理白族自治州中级人民法院,云南,大理白族自治州,3,大理白族自治州
云2901,大理市人民法院,云南,大理市,4,大理白族自治州
云2922,漾濞彝族自治县人民法院,云南,漾濞彝族自治县,4,大理白族自治州
云2923,祥云县人民法院,云南,祥云县,4,大理白族自治州
云2924,宾川县人民法院,云南,宾川县,4,大理白族自治州
云2925,弥渡县人民法院,云南,弥渡县,4,大理白族自治州
云2926,南涧彝族自治县人民法院,云南,南涧彝族自治县,4,大理白族自治州
云2927,巍山彝族回族自治县人民法院,云南,巍山彝族回族自治县,4,大理白族自治州
云2928,永平县人民法院,云南,永平县,4,大理白族自治州
云2929,云龙县人民法院,云南,云龙县,4,大理白族自治州
云2930,洱源县人民法院,云南,洱源县,4,大理白族自治州
云2931,剑川县人民法院,云南,剑川县,4,大理白族自治州
云2932,鹤庆县人民法院,云南,鹤庆县,4,大理白族自治州
云31,云南省德宏傣族景颇族自治州中级人民法院,云南,德宏傣族景颇族自治州,3,德宏傣族景颇族自治州
云3102,瑞丽市人民法院,云南,瑞丽市,4,德宏傣族景颇族自治州
云3103,芒市人民法院,云南,芒市,4,德宏傣族景颇族自治州
云3122,梁河县人民法院,云南,梁河县,4,德宏傣族景颇族自治州
云3123,盈江县人民法院,云南,盈江县,4,德宏傣族景颇族自治州
云3124,陇川县人民法院,云南,陇川县,4,德宏傣族景颇族自治州
云33,云南省怒江傈僳族自治州中级人民法院,云南,怒江傈僳族自治州,3,怒江傈僳族自治州
云3321,泸水县人民法院,云南,泸水县,4,怒江傈僳族自治州
云3323,福贡县人民法院,云南,福贡县,4,怒江傈僳族自治州
云3324,贡山独龙族怒族自治县人民法院,云南,贡山独龙族怒族自治县,4,怒江傈僳族自治州
云3325,兰坪白族普米族自治县人民法院,云南,兰坪白族普米族自治县,4,怒江傈僳族自治州
云34,云南省迪庆藏族自治州中级人民法院,云南,迪庆藏族自治州,3,迪庆藏族自治州
云3401,香格里拉市人民法院,云南,香格里拉市,4,迪庆藏族自治州
云3422,德钦县人民法院,云南,德钦县,4,迪庆藏族自治州
云3423,维西傈僳族自治县人民法院,云南,维西傈僳族自治县,4,迪庆藏族自治州
云71,昆明铁路运输中级法院,云南,,3,
云7101,昆明铁路运输法院,云南,,4,
云7102,开远铁路运输法院,云南,,4,
京,北京市高级人民法院,北京,北京市,2,北京市
京01,北京市第一中级人民法院,北京,,3,北京市
京0101,北京市东城区人民法院,北京,北京市东城区,4,北京市
京0102,北京市西城区人民法院,北京,北京市西城区,4,北京市
京0105,北京市朝阳区人民法院,北京,北京市朝阳区,4,北京市
京0106,北京市丰台区人民法院,北京,北京市丰台区,4,北京市
京0107,北京市石景山区人民法院,北京,北京市石景山区,4,北京市
京0108,北京市海淀区人民法院,北京,北京市海淀区,4,北京市
京0109,北京市门头沟区人民法院,北京,北京市门头沟区,4,北京市
京0111,北京市房山区人民法院,北京,北京市房山区,4,北京市
京0112,北京市通州区人民法院,北京,北京市通州区,4,北京市
京0113,北京市顺义区人民法院,北京,北京市顺义区,4,北京市
京0114,北京市昌平区人民法院,北京,北京市昌平区,4,北京市
京0115,北京市大兴区人民法院,北京,北京市大兴区,4,北京市
京0116,北京市怀柔区人民法院,北京,北京市怀柔区,4,北京市
京0117,北京市平谷区人民法院,北京,北京市平谷区,4,北京市
京0118,北京市密云区人民法院,北京,北京市密云区,4,北京市
京0119,北京市延庆区人民法院,北京,北京市延庆区,4,北京市
京02,北京市第二中级人民法院,北京,,3,北京市
京03,北京市第三中级人民法院,北京,,3,北京市
京04,北京市第四中级人民法院,北京,,3,北京市
京0491,北京互联网法院,北京,,4,北京市
京7101,北京铁路运输法院,北京,,4,
京73,北京知识产权法院,北京,,3,
京74,北京金融法院,北京,,3,北京市
兵01,新疆生产建设兵团第一师中级人民法院,新疆兵团,,3,
兵0101,新疆生产建设兵团金银川垦区人民法院,新疆兵团,,4,
兵0102,新疆生产建设兵团阿克苏垦区人民法院,新疆兵团,,4,
兵0103,新疆生产建设兵团阿拉尔垦区人民法院,新疆兵团,,4,
兵02,新疆生产建设兵团第二师中级人民法院,新疆兵团,,3,
兵0201,新疆生产建设兵团库尔勒垦区人民法院,新疆兵团,,4,
兵0202,新疆生产建设兵团乌鲁克垦区人民法院,新疆兵团,,4,
兵0203,新疆生产建设兵团焉耆垦区人民法院,新疆兵团,,4,
兵03,新疆生产建设兵团第三师中级人民法院,新疆兵团,,3,
兵0301,新疆生产建设兵团喀什垦区人民法院,新疆兵团,,4,
兵0302,新疆生产建设兵团图木舒克垦区人民法院,新疆兵团,,4,
兵04,新疆生产建设兵团第四师中级人民法院,新疆兵团,,3,
兵0401,新疆生产建设兵团霍城垦区人民法院,新疆兵团,,4,
兵0402,新疆生产建设兵团伊宁垦区人民法院,新疆兵团,,4,
兵0403,新疆生产建设兵团昭苏垦区人民法院,新疆兵团,,4,
兵05,新疆生产建设兵团第五师中级人民法院,新疆兵团,,3,
兵0501,新疆生产建设兵团博乐垦区人民法院,新疆兵团,,4,
兵0502,新疆生产建设兵团塔斯海垦区人民法院,新疆兵团,,4,
兵06,新疆生产建设兵团第六师中级人民法院,新疆兵团,,3,
兵0601,新疆生产建设兵团五家渠垦区人民法院,新疆兵团,,4,
兵0602,新疆生产建设兵团奇台垦区人民法院,新疆兵团,,4,
兵0603,新疆生产建设兵团芳草湖垦区人民法院,新疆兵团,,4,
兵07,新疆生产建设兵团第七师中级人民法院,新疆兵团,,3,
兵0701,新疆生产建设兵团奎屯垦区人民法院,新疆兵团,,4,
兵0702,新疆生产建设兵团车排子垦区人民法院,新疆兵团,,4,
兵08,新疆生产建设兵团第八师中级人民法院,新疆兵团,,3,
兵0801,新疆生产建设兵团下野地垦区人民法院,新疆兵团,,4,
兵0802,新疆生产建设兵团莫索湾垦区人民法院,新疆兵团,,4,
兵09,新疆生产建设兵团第九师中级人民法院,新疆兵团,,3,
兵0901,新疆生产建设兵团额敏垦区人民法院,新疆兵团,,4,
兵0902,新疆生产建设兵团叶尔盖提垦区人民法院,新疆兵团,,4,
兵10,新疆生产建设兵团第十师中级人民法院,新疆兵团,,3,
兵1001,新疆生产建设兵团北屯垦区人民法院,新疆兵团,,4,
兵1002,新疆生产建设兵团巴里巴盖垦区人民法院,新疆兵团,,4,
兵11,新疆生产建设兵团第十二师中级人民法院,新疆兵团,,3,
兵1101,新疆生产建设兵团乌鲁木齐垦区人民法院,新疆兵团,,4,
兵1102,新疆生产建设兵团三坪垦区人民法院,新疆兵团,,4,
兵12,新疆生产建设兵团第十三师中级人民法院,新疆兵团,,3,
兵1201,新疆生产建设兵团巴里坤垦区人民法院,新疆兵团,,4,
兵1202,新疆生产建设兵团哈密垦区人民法院,新疆兵团,,4,
兵13,新疆生产建设兵团第十四师中级人民法院,新疆兵团,,3,
兵1301,新疆生产建设兵团和田垦区人民法院,新疆兵团,,4,
兵9001,石河子市人民法院,新疆兵团,,4,石河子市
冀,河北省高级人民法院,河北,河北省,2,
冀01,河北省石家庄市中级人民法院,河北,石家庄市,3,石家庄市
冀0102,石家庄市长安区人民法院,河北,石家庄市长安区,4,石家庄市
冀0104,石家庄市桥西区人民法院,河北,石家庄市桥西区,4,石家庄市
冀0105,石家庄市新华区人民法院,河北,石家庄市新华区,4,石家庄市
冀0107,石家庄市井陉矿区人民法院,河北,石家庄市井陉矿区,4,石家庄市
冀0108,石家庄市裕华区人民法院,河北,石家庄市裕华区,4,石家庄市
冀0109,石家庄市藁城区人民法院,河北,石家庄市藁城区,4,石家庄市
冀0110,石家庄市鹿泉区人民法院,河北,石家庄市鹿泉区,4,石家庄市
冀0111,石家庄市栾城区人民法院,河北,石家庄市栾城区,4,石家庄市
冀0121,井陉县人民法院,河北,井陉县,4,石家庄市
冀0123,正定县人民法院,河北,正定县,4,石家庄市
冀0125,行唐县人民法院,河北,行唐县,4,石家庄市
冀0126,灵寿县人民法院,河北,灵寿县,4,石家庄市
冀0127,高邑县人民法院,河北,高邑县,4,石家庄市
冀0128,深泽县人民法院,河北,深泽县,4,石家庄市
冀0129,赞皇县人民法院,河北,赞皇县,4,石家庄市
冀0130,无极县人民法院,河北,无极县,4,石家庄市
冀0131,平山县人民法院,河北,平山县,4,石家庄市
冀0132,元氏县人民法院,河北,元氏县,4,石家庄市
冀0133,赵县人民法院,河北,赵县,4,石家庄市
冀0181,辛集市人民法院,河北,辛集市,4,石家庄市
冀0183,晋州市人民法院,河北,晋州市,4,石家庄市
冀0184,新乐市人民法院,河北,新乐市,4,石家庄市
冀0191,石家庄高新技术产业开发区人民法院,河北,,4,石家庄市
冀02,河北省唐山市中级人民法院,河北,唐山市,3,唐山市
冀0202,唐山市路南区人民法院,河北,唐山市路南区,4,唐山市
冀0203,唐山市路北区人民法院,河北,唐山市路北区,4,唐山市
冀0204,唐山市古冶区人民法院,河北,唐山市古冶区,4,唐山市
冀0205,唐山市开平区人民法院,河北,唐山市开平区,4,唐山市
冀0207,唐山市丰南区人民法院,河北,唐山市丰南区,4,唐山市
冀0208,唐山市丰润区人民法院,河北,唐山市丰润区,4,唐山市
冀0209,唐山市曹妃甸区人民法院,河北,唐山市曹妃甸区,4,唐山市
冀0223,滦县人民法院,河北,滦县,4,唐山市
冀0224,滦南县人民法院,河北,滦南县,4,唐山市
冀0225,乐亭县人民法院,河北,乐亭县,4,唐山市
冀0227,迁西县人民法院,河北,迁西县,4,唐山市
冀0229,玉田县人民法院,河北,玉田县,4,唐山市
冀0281,遵化市人民法院,河北,遵化市,4,唐山市
冀0283,迁安市人民法院,河北,迁安市,4,唐山市
冀0291,唐山高新技术产业开发区人民法院,河北,,4,唐山市
冀03,河北省秦皇岛市中级人民法院,河北,秦皇岛市,3,秦皇岛市
冀0302,秦皇岛市海港区人民法院,河北,秦皇岛市海港区,4,秦皇岛市
冀0303,秦皇岛市山海关区人民法院,河北,秦皇岛市山海关区,4,秦皇岛市
冀0304,秦皇岛市北戴河区人民法院,河北,秦皇岛市北戴河区,4,秦皇岛市
冀0306,秦皇岛市抚宁区人民法院,河北,秦皇岛市抚宁区,4,秦皇岛市
冀0321,青龙满族自治县人民法院,河北,青龙满族自治县,4,秦皇岛市
冀0322,昌黎县人民法院,河北,昌黎县,4,秦皇岛市
冀0324,卢龙县人民法院,河北,卢龙县,4,秦皇岛市
冀0391,秦皇岛经济技术开发区人民法院,河北,,4,秦皇岛市
冀0392,秦皇岛北戴河新区人民法院,河北,,4,秦皇岛市
冀04,河北省邯郸市中级人民法院,河北,邯郸市,3,邯郸市
冀0402,邯郸市邯山区人民法院,河北,邯郸市邯山区,4,邯郸市
冀0403,邯郸市丛台区人民法院,河北,邯郸市丛台区,4,邯郸市
冀0404,邯郸市复兴区人民法院,河北,邯郸市复兴区,4,邯郸市
冀0406,邯郸市峰峰矿区人民法院,河北,邯郸市峰峰矿区,4,邯郸市
冀0407,邯郸市肥乡区人民法院,河北,邯郸市肥乡区,4,邯郸市
冀0408,邯郸市永年区人民法院,河北,邯郸市永年区,4,邯郸市
冀0421,邯郸县人民法院,河北,邯郸县,4,邯郸市
冀0423,临漳县人民法院,河北,临漳县,4,邯郸市
冀0424,成安县人民法院,河北,成安县,4,邯郸市
冀0425,大名县人民法院,河北,大名县,4,邯郸市
冀0426,涉县人民法院,河北,涉县,4,邯郸市
冀0427,磁县人民法院,河北,磁县,4,邯郸市
冀0428,肥乡县人民法院,河北,肥乡县,4,邯郸市
冀0429,永年县人民法院,河北,永年县,4,邯郸市
冀0430,邱县人民法院,河北,邱县,4,邯郸市
冀0431,鸡泽县人民法院,河北,鸡泽县,4,邯郸市
冀0432,广平县人民法院,河北,广平县,4,邯郸市
冀0433,馆陶县人民法院,河北,馆陶县,4,邯郸市
冀0434,魏县人民法院,河北,魏县,4,邯郸市
冀0435,曲周县人民法院,河北,曲周县,4,邯郸市
冀0481,武安市人民法院,河北,武安市,4,邯郸市
冀0491,邯郸经济技术开发区人民法院,河北,经济技术开发区,4,邯郸
冀05,河北省邢台市中级人民法院,河北,邢台市,3,邢台市
冀0502,邢台市桥东区人民法院,河北,邢台市桥东区,4,邢台市
冀0503,邢台市桥西区人民法院,河北,邢台市桥西区,4,邢台市
冀0505,邢台市任泽区人民法院,河北,邢台市任泽区,4,邢台市
冀0506,邢台市南和区人民法院,河北,邢台市南和区,4,邢台市
冀0521,邢台县人民法院,河北,邢台县,4,邢台市
冀0522,临城县人民法院,河北,临城县,4,邢台市
冀0523,内丘县人民法院,河北,内丘县,4,邢台市
冀0524,柏乡县人民法院,河北,柏乡县,4,邢台市
冀0525,隆尧县人民法院,河北,隆尧县,4,邢台市
冀0526,任县人民法院,河北,任县,4,邢台市
冀0527,南和县人民法院,河北,南和县,4,邢台市
冀0528,宁晋县人民法院,河北,宁晋县,4,邢台市
冀0529,巨鹿县人民法院,河北,巨鹿县,4,邢台市
冀0530,新河县人民法院,河北,新河县,4,邢台市
冀0531,广宗县人民法院,河北,广宗县,4,邢台市
冀0532,平乡县人民法院,河北,平乡县,4,邢台市
冀0533,威县人民法院,河北,威县,4,邢台市
冀0534,清河县人民法院,河北,清河县,4,邢台市
冀0535,临西县人民法院,河北,临西县,4,邢台市
冀0581,南宫市人民法院,河北,南宫市,4,邢台市
冀0582,沙河市人民法院,河北,沙河市,4,邢台市
冀0591,邢台经济开发区人民法院,河北,,4,邢台市
冀06,河北省保定市中级人民法院,河北,保定市,3,保定市
冀0602,保定市竞秀区人民法院,河北,保定市竞秀区,4,保定市
冀0606,保定市莲池区人民法院,河北,保定市莲池区,4,保定市
冀0607,保定市满城区人民法院,河北,保定市满城区,4,保定市
冀0608,保定市清苑区人民法院,河北,保定市清苑区,4,保定市
冀0609,保定市徐水区人民法院,河北,保定市徐水区,4,保定市
冀0623,涞水县人民法院,河北,涞水县,4,保定市
冀0624,阜平县人民法院,河北,阜平县,4,保定市
冀0626,定兴县人民法院,河北,定兴县,4,保定市
冀0627,唐县人民法院,河北,唐县,4,保定市
冀0628,高阳县人民法院,河北,高阳县,4,保定市
冀0629,容城县人民法院,河北,容城县,4,保定市
冀0630,涞源县人民法院,河北,涞源县,4,保定市
冀0631,望都县人民法院,河北,望都县,4,保定市
冀0632,安新县人民法院,河北,安新县,4,保定市
冀0633,易县人民法院,河北,易县,4,保定市
冀0634,曲阳县人民法院,河北,曲阳县,4,保定市
冀0635,蠡县人民法院,河北,蠡县,4,保定市
冀0636,顺平县人民法院,河北,顺平县,4,保定市
冀0637,博野县人民法院,河北,博野县,4,保定市
冀0638,雄县人民法院,河北,雄县,4,保定市
冀0681,涿州市人民法院,河北,涿州市,4,保定市
冀0682,定州市人民法院,河北,定州市,4,保定市
冀0683,安国市人民法院,河北,安国市,4,保定市
冀0684,高碑店市人民法院,河北,高碑店市,4,保定市
冀0691,保定高新技术开发区人民法院,河北,,4,保定市
冀07,河北省张家口市中级人民法院,河北,张家口市,3,张家口市
冀0702,张家口市桥东区人民法院,河北,张家口市桥东区,4,张家口市
冀0703,张家口市桥西区人民法院,河北,张家口市桥西区,4,张家口市
冀0705,张家口市宣化区人民法院,河北,张家口市宣化区,4,张家口市
冀0706,张家口市下花园区人民法院,河北,张家口市下花园区,4,张家口市
冀0708,张家口市万全区人民法院,河北,张家口市万全区,4,张家口市
冀0709,张家口市崇礼区人民法院,河北,张家口市崇礼区,4,张家口市
冀0722,张北县人民法院,河北,张北县,4,张家口市
冀0723,康保县人民法院,河北,康保县,4,张家口市
冀0724,沽源县人民法院,河北,沽源县,4,张家口市
冀0725,尚义县人民法院,河北,尚义县,4,张家口市
冀0726,蔚县人民法院,河北,蔚县,4,张家口市
冀0727,阳原县人民法院,河北,阳原县,4,张家口市
冀0728,怀安县人民法院,河北,怀安县,4,张家口市
冀0729,万全县人民法院,河北,万全县,4,张家口市
冀0730,怀来县人民法院,河北,怀来县,4,张家口市
冀0731,涿鹿县人民法院,河北,涿鹿县,4,张家口市
冀0732,赤城县人民法院,河北,赤城县,4,张家口市
冀0733,崇礼县人民法院,河北,崇礼县,4,张家口市
冀0791,张家口经济开发区人民法院,河北,,4,张家口市
冀08,河北省承德市中级人民法院,河北,承德市,3,承德市
冀0802,承德市双桥区人民法院,河北,承德市双桥区,4,承德市
冀0803,承德市双滦区人民法院,河北,承德市双滦区,4,承德市
冀0804,承德市鹰手营子矿区人民法院,河北,承德市鹰手营子矿区,4,承德市
冀0821,承德县人民法院,河北,承德县,4,承德市
冀0822,兴隆县人民法院,河北,兴隆县,4,承德市
冀0823,平泉县人民法院,河北,平泉县,4,承德市
冀0824,滦平县人民法院,河北,滦平县,4,承德市
冀0825,隆化县人民法院,河北,隆化县,4,承德市
冀0826,丰宁满族自治县人民法院,河北,丰宁满族自治县,4,承德市
冀0827,宽城满族自治县人民法院,河北,宽城满族自治县,4,承德市
冀0828,围场满族蒙古族自治县人民法院,河北,围场满族蒙古族自治县,4,承德市
冀09,河北省沧州市中级人民法院,河北,沧州市,3,沧州市
冀0902,沧州市新华区人民法院,河北,沧州市新华区,4,沧州市
冀0903,沧州市运河区人民法院,河北,沧州市运河区,4,沧州市
冀0921,沧县人民法院,河北,沧县,4,沧州市
冀0922,青县人民法院,河北,青县,4,沧州市
冀0923,东光县人民法院,河北,东光县,4,沧州市
冀0924,海兴县人民法院,河北,海兴县,4,沧州市
冀0925,盐山县人民法院,河北,盐山县,4,沧州市
冀0926,肃宁县人民法院,河北,肃宁县,4,沧州市
冀0927,南皮县人民法院,河北,南皮县,4,沧州市
冀0928,吴桥县人民法院,河北,吴桥县,4,沧州市
冀0929,献县人民法院,河北,献县,4,沧州市
冀0930,孟村回族自治县人民法院,河北,孟村回族自治县,4,沧州市
冀0981,泊头市人民法院,河北,泊头市,4,沧州市
冀0982,任丘市人民法院,河北,任丘市,4,沧州市
冀0983,黄骅市人民法院,河北,黄骅市,4,沧州市
冀0984,河间市人民法院,河北,河间市,4,沧州市
冀10,河北省廊坊市中级人民法院,河北,廊坊市,3,廊坊市
冀1002,廊坊市安次区人民法院,河北,廊坊市安次区,4,廊坊市
冀1003,廊坊市广阳区人民法院,河北,廊坊市广阳区,4,廊坊市
冀1022,固安县人民法院,河北,固安县,4,廊坊市
冀1023,永清县人民法院,河北,永清县,4,廊坊市
冀1024,香河县人民法院,河北,香河县,4,廊坊市
冀1025,大城县人民法院,河北,大城县,4,廊坊市
冀1026,文安县人民法院,河北,文安县,4,廊坊市
冀1028,大厂回族自治县人民法院,河北,大厂回族自治县,4,廊坊市
冀1081,霸州市人民法院,河北,霸州市,4,廊坊市
冀1082,三河市人民法院,河北,三河市,4,廊坊市
冀1091,廊坊市经济技术开发区人民法院,河北,,4,廊坊市
冀11,河北省衡水市中级人民法院,河北,衡水市,3,衡水市
冀1102,衡水市桃城区人民法院,河北,衡水市桃城区,4,衡水市
冀1121,枣强县人民法院,河北,枣强县,4,衡水市
冀1122,武邑县人民法院,河北,武邑县,4,衡水市
冀1123,武强县人民法院,河北,武强县,4,衡水市
冀1124,饶阳县人民法院,河北,饶阳县,4,衡水市
冀1125,安平县人民法院,河北,安平县,4,衡水市
冀1126,故城县人民法院,河北,故城县,4,衡水市
冀1127,景县人民法院,河北,景县,4,衡水市
